price;dist;season;rating;size;rooms;area;max_guests;bathrooms;close_to_beach
6040.36;15.26;Summer;4.66;86;3;Southern suburbs;5;3;Yes
4112.08;14.26;Autumn;4.65;67;2;Bloubergstrand region;4;3;Yes
5377.84;7.86;Spring;4.09;69;2;Bloubergstrand region;4;3;Yes
7090.56;15.56;Summer;4.42;65;3;Atlantic seaboard;6;2;Yes
5975.43;21.78;Summer;3.68;80;2;Atlantic seaboard;4;1;Yes
7020.36;20.56;Summer;4.39;74;2;Atlantic seaboard;4;1;No
5342.29;15.54;Winter;5.09;55;3;City bowl;5;2;Yes
4198.75;15.41;Winter;4.41;72;2;Atlantic seaboard;4;2;Yes
3815.32;16.98;Spring;6.39;90;3;Bloubergstrand region;6;3;No
5735.35;14.32;Summer;4.94;71;2;City bowl;4;2;Yes
5029.1;10.39;Summer;4.44;67;2;City bowl;4;2;Yes
5576.94;11.83;Summer;4.64;73;2;Atlantic seaboard;3;1;No
6886.95;17.42;Summer;4.78;65;1;Atlantic seaboard;3;2;No
5037.5;9.49;Spring;4.63;65;2;Bloubergstrand region;3;2;Yes
6971.2;20.03;Summer;4.87;71;3;Atlantic seaboard;6;1;No
5564.23;15.51;Summer;3.44;71;2;City bowl;4;2;Yes
4577.17;15.55;Summer;4.18;72;2;Southern suburbs;4;2;Yes
11133.42;14.58;Summer;5.01;87;2;Atlantic seaboard;4;2;No
6668.29;17.82;Autumn;3.71;75;2;Southern suburbs;4;3;No
6036.53;9.06;Autumn;4.44;74;2;City bowl;4;2;Yes
5258.41;16.76;Winter;3.14;67;2;Atlantic seaboard;2;2;No
5801.24;14.7;Spring;4.69;74;1;Atlantic seaboard;2;2;No
5156.65;14.05;Summer;4.4;63;2;City bowl;3;1;No
8598.4;17.45;Summer;4.45;78;2;Southern suburbs;4;1;No
4086.84;16.29;Autumn;5.1;72;3;City bowl;6;3;No
5419.12;19.18;Autumn;4.17;76;3;Bloubergstrand region;6;2;No
6917.36;17.74;Winter;4.41;62;3;City bowl;6;2;No
4677.78;13.74;Summer;4.41;70;2;Atlantic seaboard;4;1;No
3815.49;16.12;Summer;4.08;73;2;Southern suburbs;4;2;No
4181.22;16.92;Summer;3.52;60;2;City bowl;2;1;No
6043.34;15.46;Winter;4.59;82;3;Bloubergstrand region;6;2;No
5404.77;10.25;Summer;4.13;69;1;Bloubergstrand region;3;2;No
6394.35;9.96;Autumn;3.45;76;2;Atlantic seaboard;4;2;No
4511.9;17;Autumn;3.86;61;3;Atlantic seaboard;6;3;Yes
4512.45;13.89;Summer;2.82;74;2;City bowl;2;2;Yes
4875.88;18.72;Autumn;4.32;70;2;Bloubergstrand region;4;3;No
6022.95;16.4;Summer;4.16;65;2;City bowl;4;3;No
4701.91;11.81;Spring;5.13;63;2;City bowl;4;2;No
4101.11;14.62;Autumn;4.44;76;2;Southern suburbs;2;3;Yes
5728.19;11.92;Summer;4.27;56;1;City bowl;2;1;No
5601.95;13.78;Spring;4.63;65;2;Bloubergstrand region;4;3;No
6636.73;13.52;Spring;4.67;76;4;Atlantic seaboard;5;2;Yes
6426.29;14.25;Summer;4.65;81;3;Southern suburbs;6;3;Yes
4266.4;16.41;Spring;5.3;72;2;Atlantic seaboard;4;2;No
6857.89;17.01;Winter;4.22;62;1;Southern suburbs;3;2;Yes
6970.2;13.33;Summer;5.19;63;2;City bowl;4;1;No
4930.71;16.03;Autumn;5.81;72;2;Bloubergstrand region;4;2;Yes
3474.57;12.68;Autumn;3.89;62;1;City bowl;3;2;Yes
6950.79;15.35;Summer;4.33;76;2;City bowl;4;1;No
5145.17;14.6;Winter;4.75;80;3;Atlantic seaboard;6;2;Yes
4145.72;18.32;Autumn;4.71;72;3;City bowl;5;2;No
4868.22;17.28;Spring;4.76;80;2;Atlantic seaboard;4;2;No
4679.1;18.81;Winter;4.35;77;3;Atlantic seaboard;6;3;No
6284.98;8.68;Summer;3.8;51;2;Bloubergstrand region;4;2;Yes
6534.73;16.83;Summer;5.8;81;2;Atlantic seaboard;4;3;Yes
5136.71;16.37;Summer;3.66;64;2;Bloubergstrand region;3;2;Yes
5769.1;12.29;Summer;3.58;53;1;City bowl;3;1;No
6230.14;13.11;Autumn;3.77;73;2;Bloubergstrand region;4;3;No
8153.95;13.8;Summer;4.01;71;1;Southern suburbs;3;1;No
5502.74;18.9;Autumn;3.26;70;1;Atlantic seaboard;3;1;Yes
5397.9;18.7;Summer;4.64;67;1;Southern suburbs;3;2;No
6043.78;15.54;Summer;4.81;68;1;Atlantic seaboard;1;1;No
5556.32;13.76;Autumn;5.06;68;1;City bowl;3;2;Yes
6401.09;17.3;Spring;6.87;71;3;City bowl;6;2;No
5580.05;22.29;Summer;3.89;69;3;Atlantic seaboard;5;2;Yes
6345.96;17.8;Summer;4.23;68;2;Bloubergstrand region;4;3;No
7562.96;18.78;Summer;3.25;70;1;Atlantic seaboard;3;1;Yes
4073.14;12.58;Summer;4.33;70;3;Bloubergstrand region;6;2;No
4836.52;16.46;Summer;3.68;57;1;City bowl;3;3;No
5195.27;12.9;Summer;4.26;67;3;Southern suburbs;5;3;No
4844.3;9.86;Spring;3.11;65;1;Bloubergstrand region;3;2;No
5139.38;16.8;Autumn;4.65;70;2;City bowl;4;2;No
5114.72;11.4;Summer;4.05;64;2;Atlantic seaboard;4;2;Yes
5517.93;7.3;Summer;4.91;71;2;Atlantic seaboard;4;2;Yes
4621.28;11.03;Autumn;2.75;60;1;Bloubergstrand region;2;2;No
5480.42;15.73;Summer;3.58;69;1;Bloubergstrand region;3;1;No
6328.62;14.32;Autumn;4.36;64;3;Atlantic seaboard;6;2;No
5916.27;16.83;Summer;5.02;69;2;City bowl;4;1;No
5765.32;18.96;Summer;3.8;70;2;Atlantic seaboard;4;2;Yes
5431.92;9.62;Summer;4.38;60;2;City bowl;3;2;No
6252.37;11.71;Summer;4.86;79;2;Bloubergstrand region;4;1;No
7738.62;15.23;Summer;5.05;59;3;Atlantic seaboard;6;1;Yes
3694.17;17.04;Autumn;5.97;74;2;Bloubergstrand region;4;1;No
5841.98;18.94;Autumn;4.18;62;2;Atlantic seaboard;4;3;No
7685.77;14.49;Winter;5.18;79;3;Bloubergstrand region;6;3;Yes
5628.49;13.26;Autumn;5.1;72;2;Bloubergstrand region;4;2;No
5609.94;18.31;Autumn;3.41;66;1;Southern suburbs;3;1;Yes
6750.99;14.27;Summer;5.32;79;3;Bloubergstrand region;6;3;Yes
6381.02;16.32;Summer;3.87;76;2;Atlantic seaboard;3;1;No
5693.44;12.64;Summer;3.22;63;1;Southern suburbs;1;1;Yes
8313.49;12.27;Summer;4.51;62;2;Atlantic seaboard;4;3;No
6553.19;22.15;Summer;5.21;73;2;Atlantic seaboard;4;1;No
6501.03;15.85;Summer;4.44;71;2;City bowl;4;1;No
4017.26;21.88;Summer;5.28;85;3;Atlantic seaboard;6;3;Yes
3657.66;16.37;Autumn;4.9;66;1;Atlantic seaboard;3;2;No
5358.69;11.19;Autumn;4.93;71;2;Atlantic seaboard;4;2;No
5995.9;19.07;Winter;3.62;79;2;Southern suburbs;4;3;No
11218.45;13.04;Autumn;6.65;93;4;Atlantic seaboard;6;3;Yes
8003.18;11.23;Summer;5.26;85;2;City bowl;4;3;No
6501.63;13.21;Autumn;3.59;73;2;Bloubergstrand region;4;3;No
6938.25;14.15;Winter;4.59;70;3;Atlantic seaboard;6;2;Yes
6863.32;8.47;Spring;4.04;67;2;Bloubergstrand region;4;2;Yes
8105.53;14.72;Autumn;4.66;74;3;Atlantic seaboard;6;2;No
7823.23;13.64;Summer;3.99;65;3;Atlantic seaboard;6;2;No
4032.71;12.76;Summer;3.98;58;2;Atlantic seaboard;3;2;No
5435.12;16.94;Autumn;4.07;61;1;City bowl;2;3;Yes
8083.42;11.24;Summer;6.14;69;3;Atlantic seaboard;6;2;Yes
8532.54;13.48;Summer;2.77;64;3;City bowl;6;2;No
4915.19;13.72;Summer;3.87;61;2;Southern suburbs;4;2;Yes
4859.21;14.9;Summer;4.84;79;1;City bowl;3;2;No
3882.18;15.64;Autumn;5.54;78;2;City bowl;4;3;Yes
5772.74;18.32;Summer;4.31;72;2;Atlantic seaboard;4;1;No
5627.69;12.1;Autumn;4.96;73;3;Atlantic seaboard;6;2;No
7574.63;12.34;Summer;5.22;58;3;Atlantic seaboard;4;2;No
4385.11;21.66;Winter;4.54;71;2;City bowl;4;1;No
5448.41;16.05;Winter;4.9;69;2;Atlantic seaboard;4;2;Yes
8097.69;13.67;Summer;4.6;62;1;City bowl;3;1;No
4923.4;15.4;Summer;4.76;70;2;Atlantic seaboard;4;3;No
6229.08;18.46;Summer;4.53;69;3;Atlantic seaboard;5;2;Yes
6571.19;12.69;Summer;4.61;73;2;Atlantic seaboard;4;2;Yes
5326.03;15.17;Summer;4.12;76;3;Bloubergstrand region;6;3;Yes
5368.16;10.5;Autumn;4.52;66;2;Atlantic seaboard;4;3;No
3890.18;14.34;Summer;4.09;57;2;Bloubergstrand region;3;2;No
4167.12;15.65;Autumn;4.55;75;2;Bloubergstrand region;4;1;No
6690.85;14.36;Summer;4.73;67;2;Atlantic seaboard;4;2;Yes
8533.46;15.56;Spring;2.74;74;1;Southern suburbs;3;2;Yes
4722.84;7.91;Autumn;3.82;59;1;City bowl;3;2;No
5364.4;14.04;Summer;3.71;73;1;Atlantic seaboard;1;1;No
5463.75;17.33;Autumn;4.78;65;3;Southern suburbs;4;3;No
7032.73;14.13;Summer;5.05;69;2;Atlantic seaboard;4;2;No
3519.82;10.68;Summer;4.16;70;3;City bowl;5;2;Yes
5919.26;14.04;Spring;4.83;69;2;Atlantic seaboard;4;2;No
5372.02;14.62;Summer;3.77;62;2;City bowl;3;2;No
3428.42;13.81;Summer;4.86;68;3;Southern suburbs;6;2;No
5253.7;10.91;Winter;4.54;77;2;Southern suburbs;4;1;No
5740.67;19.29;Summer;5.41;74;2;Bloubergstrand region;4;3;No
7577.86;17.03;Summer;5.16;73;2;City bowl;4;3;No
6174.95;13.28;Autumn;4.33;71;2;Bloubergstrand region;4;3;No
5969.12;16.43;Summer;4.63;66;2;City bowl;4;1;No
4306.57;16.88;Spring;4.38;73;2;Atlantic seaboard;4;1;Yes
5842.29;16.26;Summer;4.18;62;2;Atlantic seaboard;4;2;No
4366.3;14.29;Autumn;3.24;71;2;Southern suburbs;4;2;No
5236.4;14.22;Summer;5.08;83;3;Atlantic seaboard;6;3;Yes
5492.38;20.28;Summer;4.84;71;3;Atlantic seaboard;3;2;No
5150.77;11.38;Autumn;4.11;69;2;Atlantic seaboard;4;2;No
4741.1;18.36;Autumn;4.98;71;3;City bowl;6;3;Yes
5064.1;15.35;Winter;3.53;62;1;City bowl;3;1;Yes
8226.37;12.34;Summer;4.88;69;2;Atlantic seaboard;4;3;No
5193.11;16.05;Summer;5.36;82;2;City bowl;4;2;Yes
5696.56;13.12;Winter;5.92;83;2;Southern suburbs;4;3;No
5068.4;14.13;Summer;3.6;63;1;Atlantic seaboard;1;1;Yes
4433.02;15.09;Autumn;4.09;54;2;Southern suburbs;4;1;No
4768.36;13.08;Autumn;4.49;76;1;Bloubergstrand region;3;1;No
6107.09;13.71;Winter;3.46;73;1;City bowl;3;2;No
7617.84;15.89;Summer;4.46;72;3;City bowl;6;2;Yes
5604.74;12.2;Summer;4.17;78;1;Atlantic seaboard;3;1;No
4633.92;18.27;Autumn;4.45;62;1;City bowl;3;3;No
4710.87;17.66;Spring;4.23;67;2;Atlantic seaboard;4;1;No
6664.48;13.16;Spring;3.76;67;2;Southern suburbs;3;2;Yes
6030.1;14.52;Summer;4.99;62;1;Atlantic seaboard;3;1;No
6711.54;6.24;Summer;4.28;67;2;Bloubergstrand region;3;2;Yes
4428.84;17.21;Winter;3.98;74;1;Bloubergstrand region;3;1;No
5427.66;13.79;Summer;5.32;78;1;Atlantic seaboard;3;2;No
5621.71;12.83;Spring;3.25;57;1;City bowl;3;3;No
6195.2;20.04;Autumn;5.4;75;2;City bowl;4;2;Yes
4739.22;18.2;Summer;5.35;75;1;City bowl;3;2;Yes
5937.1;17.33;Summer;4.73;75;2;Atlantic seaboard;3;2;No
3529.73;21.41;Summer;4.63;78;1;Bloubergstrand region;3;1;No
4156.1;13.98;Summer;5.28;78;2;City bowl;4;3;Yes
4603.23;18.1;Autumn;4.16;77;2;City bowl;3;2;Yes
3503.23;17.34;Winter;4.33;56;1;Bloubergstrand region;3;1;No
6150.08;17.68;Autumn;3.83;68;1;Atlantic seaboard;3;1;Yes
4983.75;12.27;Winter;3.01;67;1;Southern suburbs;3;2;No
4756.71;10.83;Spring;3.22;64;3;Southern suburbs;3;2;No
5456.7;14.04;Summer;3.67;57;1;Atlantic seaboard;3;2;Yes
6535.5;14.43;Summer;4.29;68;1;Atlantic seaboard;3;1;No
5155.41;14.21;Summer;4.11;70;2;Atlantic seaboard;4;3;Yes
6932.08;13.73;Summer;3.43;72;2;City bowl;2;2;No
6504.07;15.83;Summer;4.42;63;2;Atlantic seaboard;3;2;No
5213.52;14.99;Winter;3.73;68;2;Atlantic seaboard;4;1;No
5742.81;10.97;Autumn;4.75;63;1;City bowl;1;1;No
5892.13;17;Autumn;5.24;78;3;Atlantic seaboard;6;3;Yes
5762.3;14.68;Autumn;4.12;73;2;Southern suburbs;4;3;No
5868.01;16.95;Summer;3.32;70;2;Southern suburbs;4;2;No
4683.38;16.65;Summer;4.52;78;2;City bowl;4;2;No
6439.35;19.78;Autumn;4.67;81;3;City bowl;3;3;Yes
6338.23;19.42;Spring;5;74;2;Bloubergstrand region;4;2;No
7949.78;12.23;Spring;3.45;71;2;Southern suburbs;4;2;No
3603.94;14.87;Autumn;3.46;76;2;City bowl;4;2;No
10173.7;16.51;Winter;4.55;66;1;Atlantic seaboard;2;1;No
5354.01;9.32;Summer;3.83;68;2;Southern suburbs;4;1;Yes
4897.33;14.92;Summer;3.81;75;2;Southern suburbs;4;3;No
5511.54;11.76;Spring;4.16;54;1;Bloubergstrand region;2;1;No
4176.44;10.57;Autumn;4.33;84;4;Bloubergstrand region;5;3;No
7596.41;10.6;Spring;4.74;61;2;City bowl;4;2;Yes
5843.57;19.54;Summer;4.95;72;3;Bloubergstrand region;4;3;No
8603.73;14.52;Summer;3.26;63;2;Atlantic seaboard;4;2;No
4095.89;9.96;Spring;3.09;81;1;Bloubergstrand region;3;3;No
4881.51;21.7;Spring;5.99;70;3;Bloubergstrand region;6;2;Yes
4144.07;14.63;Autumn;4.38;70;3;Bloubergstrand region;4;1;No
3999.44;14.96;Autumn;4.86;57;2;City bowl;4;2;Yes
6042.19;16.11;Winter;3.64;61;1;City bowl;3;2;Yes
6327.59;13.86;Winter;4.43;64;1;City bowl;3;1;Yes
5453.5;9.27;Summer;4.18;77;3;Southern suburbs;3;3;No
5287.28;15.06;Winter;4.75;69;3;City bowl;6;3;Yes
4529.04;11.21;Autumn;3.88;64;2;Atlantic seaboard;4;2;No
8005.17;14.19;Summer;4.89;59;2;Atlantic seaboard;4;2;Yes
9202.6;11.15;Summer;4.18;67;3;Atlantic seaboard;6;2;No
10401.92;20.49;Summer;3.74;65;2;Atlantic seaboard;4;1;Yes
4208.57;16.16;Spring;5.39;81;1;Bloubergstrand region;3;1;No
5687.34;12.7;Summer;5.09;61;2;Bloubergstrand region;4;2;No
5182.64;13.04;Spring;3.67;74;1;Bloubergstrand region;3;1;No
7138.18;18.57;Spring;4.17;65;2;City bowl;4;2;No
4741.62;18.86;Summer;4.24;67;2;Atlantic seaboard;2;2;No
4816.04;13.6;Summer;3.56;64;3;Southern suburbs;6;3;Yes
4894.41;6.01;Summer;4.43;68;2;Bloubergstrand region;4;3;Yes
6166.6;10.8;Autumn;4.42;75;1;Southern suburbs;3;2;No
5019.35;16.66;Autumn;4.62;68;1;Southern suburbs;3;1;No
5806.36;17.17;Spring;5.74;71;3;Atlantic seaboard;6;2;Yes
5949.3;13;Summer;4.14;70;3;City bowl;3;2;No
8978.92;15.42;Winter;4.44;68;2;Southern suburbs;3;2;No
6239.59;13.07;Summer;4.94;80;2;Atlantic seaboard;4;2;No
6056.08;16.97;Summer;5.78;82;2;Atlantic seaboard;4;3;No
8939.44;16.84;Spring;3.58;62;2;Southern suburbs;4;3;No
6189.01;18.84;Summer;4.39;80;3;City bowl;3;1;No
6710.23;15.62;Summer;5.15;78;2;Atlantic seaboard;4;2;No
4502.16;15.05;Autumn;5.76;83;3;Atlantic seaboard;6;2;Yes
7011.61;16.23;Spring;3.62;53;1;City bowl;3;2;No
5439.35;14.21;Summer;3.7;73;3;Southern suburbs;3;3;Yes
4333.57;15.68;Summer;4.84;64;2;City bowl;4;3;No
7470.71;8.24;Summer;2.57;58;2;City bowl;4;1;No
5540.59;10.42;Autumn;4.6;63;1;Atlantic seaboard;3;1;No
5549.03;12.4;Summer;3.38;58;2;Southern suburbs;4;2;Yes
3883.83;15.74;Autumn;4.45;86;2;Bloubergstrand region;4;3;No
5795.34;14.31;Summer;3.84;63;1;City bowl;3;1;Yes
3590.87;21.95;Autumn;4.32;73;2;Atlantic seaboard;4;2;No
5344.8;11.8;Spring;5.08;71;3;Bloubergstrand region;4;2;No
8324.3;8.03;Summer;3.99;78;2;City bowl;4;2;No
4970.27;10.4;Winter;5.11;66;3;Bloubergstrand region;6;3;No
7105.7;18.71;Spring;4.68;75;2;Southern suburbs;4;1;Yes
5369.71;12.15;Summer;4.13;63;3;Atlantic seaboard;6;2;No
9311.12;17.6;Spring;4.01;66;3;Southern suburbs;6;2;Yes
5846.27;17.51;Autumn;6.13;71;2;Atlantic seaboard;4;3;Yes
6453.87;18.91;Summer;4.17;66;3;City bowl;6;2;Yes
5055.21;15.56;Autumn;4.65;74;1;Bloubergstrand region;3;2;Yes
9787.72;17.24;Summer;4.25;85;1;Bloubergstrand region;3;2;No
4881.19;20.94;Winter;5.04;74;2;Bloubergstrand region;4;2;Yes
7244.58;11.48;Summer;5.39;72;1;Atlantic seaboard;3;3;No
6351.97;13.92;Winter;3.55;48;1;Bloubergstrand region;3;2;Yes
6353.27;15.62;Autumn;3.96;66;2;Atlantic seaboard;4;1;Yes
4748.02;14.46;Summer;3.56;59;3;Southern suburbs;6;2;No
6384.44;14.06;Summer;4.36;73;3;Southern suburbs;6;2;No
5679.74;14.65;Spring;4.19;66;1;Bloubergstrand region;3;2;Yes
4507.49;17.06;Autumn;4.99;68;1;Bloubergstrand region;3;3;No
6086;14.78;Summer;5.2;69;1;Bloubergstrand region;3;1;Yes
7188.1;21.34;Summer;3.55;72;2;Southern suburbs;4;1;No
5614.84;20.14;Summer;4.7;67;2;Bloubergstrand region;4;2;No
3917.15;17.34;Autumn;4.65;73;1;City bowl;2;2;No
5228.28;13.38;Spring;4.85;73;2;Bloubergstrand region;3;2;No
3924.19;16.1;Spring;4.15;78;1;Bloubergstrand region;3;2;No
4493.64;15.24;Summer;4.4;68;1;City bowl;3;2;No
4317.28;20.78;Spring;4.53;70;2;Bloubergstrand region;4;2;Yes
8005.56;19.45;Autumn;5.68;85;2;Southern suburbs;4;2;No
5853.33;17.76;Spring;4.37;75;2;Southern suburbs;4;3;No
7206.41;17.11;Spring;4.27;69;2;Southern suburbs;4;2;No
6695.25;13.42;Summer;4.5;64;3;Atlantic seaboard;4;1;No
4762.95;15.98;Autumn;4.37;55;2;City bowl;2;2;No
4557.33;14.33;Summer;4.62;77;2;Atlantic seaboard;4;2;No
4202.28;12.06;Summer;4.41;74;3;City bowl;3;1;Yes
6734.72;9.27;Summer;3.89;64;2;Bloubergstrand region;4;2;No
3348.27;11.26;Spring;4;54;2;Bloubergstrand region;4;1;Yes
5423.68;22.94;Spring;5.69;69;1;City bowl;3;2;No
8070.48;18.94;Summer;4.59;61;2;Atlantic seaboard;2;2;No
5890.09;8.94;Autumn;3.39;76;3;Bloubergstrand region;6;2;No
6327.97;13.56;Winter;4.4;77;2;Southern suburbs;4;2;No
3925.9;18.31;Summer;5.18;79;2;Southern suburbs;4;2;No
8951.01;17.7;Spring;4.49;68;2;Atlantic seaboard;4;3;Yes
4221.62;16.2;Spring;3.97;66;3;Bloubergstrand region;6;3;No
7289.5;12.99;Autumn;4;55;2;City bowl;2;3;No
5541.26;13.66;Autumn;4.43;72;1;Bloubergstrand region;3;2;No
5440.13;14.29;Autumn;5.56;83;2;Atlantic seaboard;4;2;Yes
4820.9;14.4;Winter;4.37;68;3;Bloubergstrand region;6;2;Yes
5581.42;14.18;Summer;4.97;73;3;City bowl;4;2;Yes
6116.98;17.43;Summer;4.05;71;2;Bloubergstrand region;4;3;Yes
8440.21;16.25;Winter;4.59;71;2;City bowl;4;2;No
5927.38;15.96;Spring;3.63;68;2;Bloubergstrand region;4;2;No
4792.72;18.71;Autumn;3.63;73;2;Atlantic seaboard;4;1;No
3611.93;17.09;Spring;4.51;70;2;Bloubergstrand region;2;2;No
5547.49;11.45;Summer;4.74;69;2;Atlantic seaboard;4;3;No
7295.46;10.35;Summer;2.94;66;1;Southern suburbs;3;2;Yes
8053.22;19.94;Spring;3.74;68;2;Southern suburbs;4;1;No
4856.71;10.81;Summer;3.7;63;1;City bowl;2;3;No
5950.82;12.97;Winter;3.33;64;2;Bloubergstrand region;4;1;No
8194.86;14.69;Summer;3.86;75;1;Atlantic seaboard;3;3;No
3238.27;13.86;Autumn;5.09;73;3;City bowl;6;2;No
5551.75;13.25;Summer;5.3;73;3;Atlantic seaboard;5;2;Yes
7934.05;17.86;Summer;4.83;79;1;Atlantic seaboard;3;1;No
7128.09;19.96;Autumn;5.03;79;3;City bowl;4;2;No
6738.61;19.05;Summer;4.34;70;1;City bowl;3;2;Yes
5765.48;15.12;Summer;4.33;58;1;Southern suburbs;3;1;Yes
5652.68;18.04;Summer;4.6;69;2;Atlantic seaboard;4;2;No
6423.79;16.47;Autumn;4.42;59;2;Southern suburbs;4;2;Yes
7395.9;15.05;Summer;4.99;64;2;Atlantic seaboard;4;2;Yes
5016.69;19.73;Summer;5.04;63;3;Atlantic seaboard;6;3;Yes
5305.92;19.43;Summer;5.52;65;3;Atlantic seaboard;6;3;Yes
4367.94;20.05;Autumn;5.47;78;2;Southern suburbs;4;1;No
4300.48;15.57;Winter;4.71;69;2;Atlantic seaboard;3;3;Yes
5219.13;16.76;Summer;4.7;65;2;City bowl;4;2;Yes
7481.74;18.28;Autumn;2.49;70;1;Southern suburbs;3;2;No
6140.98;13.98;Autumn;4.59;75;3;Atlantic seaboard;5;3;No
4896.1;21.54;Summer;4.58;71;1;Bloubergstrand region;3;2;No
6076.38;10.33;Summer;2.8;64;2;Southern suburbs;4;2;No
6718.29;15.91;Spring;3.14;55;1;Southern suburbs;3;1;No
5762.83;13.04;Autumn;3.59;59;2;Bloubergstrand region;4;2;No
5502.42;23.38;Summer;4.58;76;3;Atlantic seaboard;6;2;Yes
5200.4;8.05;Summer;3.71;63;2;Bloubergstrand region;4;1;No
6709.67;20.67;Summer;4.45;77;2;City bowl;4;2;Yes
5732.72;11.95;Autumn;3.38;60;2;Atlantic seaboard;4;2;No
6412.02;20.96;Winter;5.35;98;4;City bowl;6;3;Yes
6295.74;21.57;Winter;4.19;72;3;Southern suburbs;5;1;No
4469.49;11.7;Summer;5.31;85;3;Atlantic seaboard;6;3;Yes
4974.5;17.4;Summer;4.67;69;1;City bowl;3;2;Yes
4132.89;14.71;Winter;4.94;74;2;Atlantic seaboard;3;2;No
4767.17;11.06;Winter;3.6;63;3;Southern suburbs;6;3;No
10108.81;14.58;Winter;6.47;94;3;Atlantic seaboard;6;1;No
4393.53;16.08;Autumn;3.47;69;2;City bowl;4;2;Yes
5710.27;17.22;Spring;6.06;80;3;Bloubergstrand region;5;3;Yes
8371.9;19.07;Summer;3.44;66;3;City bowl;4;2;Yes
4641.67;9.43;Spring;3.41;62;2;City bowl;4;2;Yes
4460.87;11.4;Summer;5.29;82;2;Atlantic seaboard;4;1;No
5135.49;18.39;Summer;4.15;67;3;Southern suburbs;3;3;Yes
6774.2;13.08;Summer;4.33;93;4;Atlantic seaboard;6;2;No
8098.76;17.82;Spring;3.69;65;3;Southern suburbs;4;2;No
5186.08;14.94;Summer;3.74;60;3;Atlantic seaboard;6;2;No
5216.16;15.77;Summer;4.84;76;2;City bowl;3;2;No
4828.69;16.23;Spring;4.87;67;1;Atlantic seaboard;3;1;Yes
8208.98;15.8;Autumn;2.93;66;1;Bloubergstrand region;3;1;Yes
7604.26;18.56;Winter;3.67;74;2;Atlantic seaboard;4;1;Yes
5715.14;9.86;Autumn;2.87;60;2;Southern suburbs;3;1;No
6240.97;9.69;Spring;5.01;73;3;Atlantic seaboard;6;3;Yes
7472.45;16.27;Summer;4.25;68;2;Atlantic seaboard;4;2;Yes
6982.44;9.18;Winter;4.02;69;3;Southern suburbs;6;2;No
5098.92;21.51;Winter;5.1;78;1;City bowl;3;1;No
5392.22;15.91;Autumn;4.18;74;2;City bowl;4;2;No
5543.52;9.91;Autumn;4.31;59;1;Atlantic seaboard;3;1;Yes
6694.5;15.05;Summer;2.48;67;2;Southern suburbs;4;1;Yes
7494.39;14.14;Spring;4.47;64;3;Bloubergstrand region;6;1;Yes
7225.79;14.64;Summer;4.26;75;3;Atlantic seaboard;6;3;No
6210.17;9.72;Summer;5.79;68;3;City bowl;4;2;No
5599.01;11.94;Summer;4.18;67;2;Bloubergstrand region;4;2;Yes
6176.31;20.45;Autumn;5.23;82;3;City bowl;6;3;No
9373.74;10.98;Summer;4.05;64;1;Bloubergstrand region;3;1;Yes
3756.48;11.48;Autumn;4.66;69;2;City bowl;4;2;Yes
3837.71;16.93;Summer;4.66;84;3;City bowl;6;3;No
6090.11;8.57;Summer;4.34;68;2;Atlantic seaboard;4;2;No
4906.53;16.4;Autumn;4.72;64;2;Bloubergstrand region;4;3;No
4788.23;11.84;Autumn;4.96;67;3;Atlantic seaboard;4;3;Yes
5209.64;16.5;Summer;5.3;76;2;City bowl;4;2;No
7468.7;13.27;Spring;3.87;64;1;Atlantic seaboard;1;1;Yes
3988.52;10.54;Autumn;4.13;60;1;Southern suburbs;3;2;No
4655.99;18.98;Autumn;4.12;64;1;Bloubergstrand region;3;2;No
4298.21;16.76;Spring;4.91;73;2;Bloubergstrand region;4;2;Yes
4079.83;12.33;Summer;5.22;64;1;Bloubergstrand region;3;2;No
6687.77;12.26;Summer;3.03;85;2;Atlantic seaboard;4;2;Yes
5028.49;13.24;Summer;5.17;89;2;Southern suburbs;4;2;No
9195.34;18.21;Summer;4.7;73;2;Atlantic seaboard;4;2;No
8564.04;14.31;Autumn;5.97;75;2;City bowl;4;2;Yes
6169.93;11.31;Summer;4.8;78;1;City bowl;3;2;No
6792.24;12.79;Summer;4.26;69;2;Atlantic seaboard;4;2;No
5358.89;18.48;Spring;3.95;72;2;Atlantic seaboard;4;2;Yes
5542.16;10.83;Summer;5.16;67;1;Bloubergstrand region;2;1;Yes
11656.67;17.54;Winter;4.02;65;2;City bowl;4;2;Yes
5677.2;17.53;Autumn;4.36;71;2;Bloubergstrand region;4;2;Yes
5178.92;5.24;Winter;3.09;49;2;City bowl;4;2;No
6100.97;12.78;Autumn;5.92;70;3;Bloubergstrand region;5;3;No
5894.27;13.46;Summer;4.48;64;2;Southern suburbs;4;2;No
4510.79;10.13;Summer;3.96;72;1;Bloubergstrand region;3;2;No
5675.69;17.55;Summer;4.5;70;2;Southern suburbs;4;2;Yes
7571.82;18.51;Summer;4.42;60;1;Atlantic seaboard;3;2;Yes
8192.72;14.73;Summer;4.91;80;3;Southern suburbs;6;2;Yes
6029.93;10.14;Summer;4.22;66;1;Atlantic seaboard;3;1;No
5557.93;14.59;Spring;4.96;81;3;Southern suburbs;5;3;No
9467.26;20.77;Autumn;3.91;65;1;Southern suburbs;3;1;Yes
6782.02;16.25;Summer;3.74;67;2;City bowl;4;1;No
